"dates","location","total","preasure","rain","sun","humidity","mean_temp","max_temp","min_temp","wind_gust","mean_wind_spd","disease","located","ID"
Aug 2019,3,462,88.0788788082452,46.321,163.571012544803,0.821778126400715,20.8401478660245,29.3,15.6,9.28,0.902890905017921,"Malaria","Gombe",35
Aug 2019,3,12,88.0788788082452,46.321,163.571012544803,0.821778126400715,20.8401478660245,29.3,15.6,9.28,0.902890905017921,"Asthma","Gombe",36
Aug 2019,3,75,88.0788788082452,46.321,163.571012544803,0.821778126400715,20.8401478660245,29.3,15.6,9.28,0.902890905017921,"Typhoid","Gombe",37
Aug 2019,3,4,88.0788788082452,46.321,163.571012544803,0.821778126400715,20.8401478660245,29.3,15.6,9.28,0.902890905017921,"Dysentry","Gombe",38
Aug 2019,4,26,89.22989790795,187.69,186.620857047205,0.885335343383585,20.9934214931369,30.7,16.6,8.66,0.807603878116341,"Asthma","Gulu",39
Aug 2019,4,648,89.22989790795,187.69,186.620857047205,0.885335343383585,20.9934214931369,30.7,16.6,8.66,0.807603878116341,"Malaria","Gulu",40
Aug 2019,4,9,89.22989790795,187.69,186.620857047205,0.885335343383585,20.9934214931369,30.7,16.6,8.66,0.807603878116341,"Dysentry","Gulu",41
Aug 2019,4,9,89.22989790795,187.69,186.620857047205,0.885335343383585,20.9934214931369,30.7,16.6,8.66,0.807603878116341,"Typhoid","Gulu",42
Aug 2019,5,4,87.8831024433975,80.972,125.302979390681,0.847254732832974,21.2316532258065,29.1,16.5,6.72,0.572790098566307,"Dysentry","Mulago",43
Aug 2019,5,289,87.8831024433975,80.972,125.302979390681,0.847254732832974,21.2316532258065,29.1,16.5,6.72,0.572790098566307,"Malaria","Mulago",44
Aug 2019,5,12,87.8831024433975,80.972,125.302979390681,0.847254732832974,21.2316532258065,29.1,16.5,6.72,0.572790098566307,"Asthma","Mulago",45
Aug 2019,6,128,87.1884599014327,70.422,180.231260504202,0.787175857431066,20.6831839569796,30.5,15.2,30,1.53853007688828,"Malaria","Ntuusi",46
Aug 2019,6,2,87.1884599014327,70.422,180.231260504202,0.787175857431066,20.6831839569796,30.5,15.2,30,1.53853007688828,"Dysentry","Ntuusi",47
Aug 2019,6,5,87.1884599014327,70.422,180.231260504202,0.787175857431066,20.6831839569796,30.5,15.2,30,1.53853007688828,"Asthma","Ntuusi",48
Aug 2019,7,45,89.0932157258066,0,228.722782258065,0.83271370967742,22.2102150537635,30.4,17.1,11.68,1.17811718470882,"Asthma","Soroti",49
Aug 2019,7,1137,89.0932157258066,0,228.722782258065,0.83271370967742,22.2102150537635,30.4,17.1,11.68,1.17811718470882,"Malaria","Soroti",50
Aug 2019,7,17,89.0932157258066,0,228.722782258065,0.83271370967742,22.2102150537635,30.4,17.1,11.68,1.17811718470882,"Dysentry","Soroti",51
Aug 2019,7,98,89.0932157258066,0,228.722782258065,0.83271370967742,22.2102150537635,30.4,17.1,11.68,1.17811718470882,"Typhoid","Soroti",52
Aug 2019,8,6,90.9190591397846,201.052,213.107762966282,0.820319542549612,22.2577254901962,31.1,16.4,8.1,0.594776119402984,"Asthma","Kitgum",53
Aug 2019,8,720,90.9190591397846,201.052,213.107762966282,0.820319542549612,22.2577254901962,31.1,16.4,8.1,0.594776119402984,"Malaria","Kitgum",54
Aug 2019,8,4,90.9190591397846,201.052,213.107762966282,0.820319542549612,22.2577254901962,31.1,16.4,8.1,0.594776119402984,"Dysentry","Kitgum",55
Aug 2019,8,43,90.9190591397846,201.052,213.107762966282,0.820319542549612,22.2577254901962,31.1,16.4,8.1,0.594776119402984,"Typhoid","Kitgum",56
Dec 2018,2,5,88.7012175179214,173.504,184.879480286738,0.976300675675675,-28.6713055555555,-22.2,-30,9.22,0.893302121607208,"Dysentry","Entebbe",57
Dec 2018,2,286,88.7012175179214,173.504,184.879480286738,0.976300675675675,-28.6713055555555,-22.2,-30,9.22,0.893302121607208,"Malaria","Entebbe",58
Dec 2018,2,54,88.7012175179214,173.504,184.879480286738,0.976300675675675,-28.6713055555555,-22.2,-30,9.22,0.893302121607208,"Typhoid","Entebbe",59
Dec 2018,2,19,88.7012175179214,173.504,184.879480286738,0.976300675675675,-28.6713055555555,-22.2,-30,9.22,0.893302121607208,"Asthma","Entebbe",60
Dec 2018,3,9,87.8833702956996,121.209,170.345542114695,0.818408989015914,21.2408805736052,29.7,16.1,6.4,0.742743263051078,"Dysentry","Gombe",61
Dec 2018,3,281,87.8833702956996,121.209,170.345542114695,0.818408989015914,21.2408805736052,29.7,16.1,6.4,0.742743263051078,"Malaria","Gombe",62
Dec 2018,3,18,87.8833702956996,121.209,170.345542114695,0.818408989015914,21.2408805736052,29.7,16.1,6.4,0.742743263051078,"Typhoid","Gombe",63
Dec 2018,3,16,87.8833702956996,121.209,170.345542114695,0.818408989015914,21.2408805736052,29.7,16.1,6.4,0.742743263051078,"Asthma","Gombe",64
Dec 2018,4,10,88.9364340819478,43.228,236.946339790845,0.603108247422681,24.9705488850772,33,16.6,11.02,4.08085220729367,"Dysentry","Gulu",65
Dec 2018,4,14,88.9364340819478,43.228,236.946339790845,0.603108247422681,24.9705488850772,33,16.6,11.02,4.08085220729367,"Typhoid","Gulu",66
Dec 2018,4,477,88.9364340819478,43.228,236.946339790845,0.603108247422681,24.9705488850772,33,16.6,11.02,4.08085220729367,"Malaria","Gulu",67
Dec 2018,5,5,87.6871673387098,131.35,136.580869175627,0.827113886342805,22.3517643105187,31.7,16.6,7.4,1.20885881822283,"Cholera","Mulago",68
Dec 2018,5,3,87.6871673387098,131.35,136.580869175627,0.827113886342805,22.3517643105187,31.7,16.6,7.4,1.20885881822283,"Dysentry","Mulago",69
Dec 2018,5,17,87.6871673387098,131.35,136.580869175627,0.827113886342805,22.3517643105187,31.7,16.6,7.4,1.20885881822283,"Typhoid","Mulago",70
Dec 2018,5,18,87.6871673387098,131.35,136.580869175627,0.827113886342805,22.3517643105187,31.7,16.6,7.4,1.20885881822283,"Asthma","Mulago",71
Dec 2018,5,683,87.6871673387098,131.35,136.580869175627,0.827113886342805,22.3517643105187,31.7,16.6,7.4,1.20885881822283,"Malaria","Mulago",72
Dec 2018,8,4,90.7466252240146,32.796,186.789874551971,0.699668946188338,24.2093781512606,36.2,15.1,28.95,2.44913355345553,"Asthma","Kitgum",73
Dec 2018,8,203,90.7466252240146,32.796,186.789874551971,0.699668946188338,24.2093781512606,36.2,15.1,28.95,2.44913355345553,"Malaria","Kitgum",74
Dec 2018,8,20,90.7466252240146,32.796,186.789874551971,0.699668946188338,24.2093781512606,36.2,15.1,28.95,2.44913355345553,"Dysentry","Kitgum",75
Dec 2018,8,75,90.7466252240146,32.796,186.789874551971,0.699668946188338,24.2093781512606,36.2,15.1,28.95,2.44913355345553,"Typhoid","Kitgum",76
Feb 2019,1,77,89.539664414905,68.206,227.407891868324,0.66100458615418,24.1805494984737,35.8,16.3,7.92,0.809376770538243,"Malaria","Kalongo",77
Feb 2019,1,3,89.539664414905,68.206,227.407891868324,0.66100458615418,24.1805494984737,35.8,16.3,7.92,0.809376770538243,"Asthma","Kalongo",78
Feb 2019,1,10,89.539664414905,68.206,227.407891868324,0.66100458615418,24.1805494984737,35.8,16.3,7.92,0.809376770538243,"Dysentry","Kalongo",79
Feb 2019,1,4,89.539664414905,68.206,227.407891868324,0.66100458615418,24.1805494984737,35.8,16.3,7.92,0.809376770538243,"Typhoid","Kalongo",80
Feb 2019,2,195,88.6280898040186,140.701,241.651575291491,0.806294796970073,12.666250650026,30.1,-30,16.77,1.26626891590176,"Malaria","Entebbe",81
Feb 2019,2,24,88.6280898040186,140.701,241.651575291491,0.806294796970073,12.666250650026,30.1,-30,16.77,1.26626891590176,"Asthma","Entebbe",82
Feb 2019,2,5,88.6280898040186,140.701,241.651575291491,0.806294796970073,12.666250650026,30.1,-30,16.77,1.26626891590176,"Dysentry","Entebbe",83
Feb 2019,2,26,88.6280898040186,140.701,241.651575291491,0.806294796970073,12.666250650026,30.1,-30,16.77,1.26626891590176,"Typhoid","Entebbe",84
Feb 2019,3,11,87.7671121601821,86.83,233.559824190135,0.697923829717828,23.8202735710798,32.4,15.6,7.87,0.953955112219453,"Dysentry","Gombe",85
Feb 2019,3,75,87.7671121601821,86.83,233.559824190135,0.697923829717828,23.8202735710798,32.4,15.6,7.87,0.953955112219453,"Typhoid","Gombe",86
Feb 2019,3,7,87.7671121601821,86.83,233.559824190135,0.697923829717828,23.8202735710798,32.4,15.6,7.87,0.953955112219453,"Asthma","Gombe",87
Feb 2019,3,319,87.7671121601821,86.83,233.559824190135,0.697923829717828,23.8202735710798,32.4,15.6,7.87,0.953955112219453,"Malaria","Gombe",88
Feb 2019,4,266,88.8292843243243,9.545,300.594162162162,0.376105981794539,29.7135064935065,37.3,17.7,13,3.77043925875085,"Malaria","Gulu",89
Feb 2019,4,5,88.8292843243243,9.545,300.594162162162,0.376105981794539,29.7135064935065,37.3,17.7,13,3.77043925875085,"Dysentry","Gulu",90
Feb 2019,4,19,88.8292843243243,9.545,300.594162162162,0.376105981794539,29.7135064935065,37.3,17.7,13,3.77043925875085,"Typhoid","Gulu",91
Feb 2019,5,39,87.622428677747,83.177,198.167741935484,0.72703695352624,24.2835132117604,33.9,15.9,8.51,1.49575663607046,"Asthma","Mulago",92
Feb 2019,5,329,87.622428677747,83.177,198.167741935484,0.72703695352624,24.2835132117604,33.9,15.9,8.51,1.49575663607046,"Malaria","Mulago",93
Feb 2019,5,18,87.622428677747,83.177,198.167741935484,0.72703695352624,24.2835132117604,33.9,15.9,8.51,1.49575663607046,"Typhoid","Mulago",94
Feb 2019,5,10,87.622428677747,83.177,198.167741935484,0.72703695352624,24.2835132117604,33.9,15.9,8.51,1.49575663607046,"Dysentry","Mulago",95
Feb 2019,8,1,90.6182762896823,45.002,212.089037698413,0.475370296783807,27.7353569211669,39.8,16.1,31.47,6.61440900562855,"Asthma","Kitgum",96
Feb 2019,8,262,90.6182762896823,45.002,212.089037698413,0.475370296783807,27.7353569211669,39.8,16.1,31.47,6.61440900562855,"Malaria","Kitgum",97
Feb 2019,8,23,90.6182762896823,45.002,212.089037698413,0.475370296783807,27.7353569211669,39.8,16.1,31.47,6.61440900562855,"Dysentry","Kitgum",98
Feb 2019,8,97,90.6182762896823,45.002,212.089037698413,0.475370296783807,27.7353569211669,39.8,16.1,31.47,6.61440900562855,"Typhoid","Kitgum",99
Jan 2019,1,6,89.5764862760369,4.101,189.598793069885,0.681206237816764,23.5743380062305,34.8,11.5,9.24,0.863217831419117,"Typhoid","Kalongo",100
Jan 2019,1,2,89.5764862760369,4.101,189.598793069885,0.681206237816764,23.5743380062305,34.8,11.5,9.24,0.863217831419117,"Asthma","Kalongo",101
Jan 2019,1,46,89.5764862760369,4.101,189.598793069885,0.681206237816764,23.5743380062305,34.8,11.5,9.24,0.863217831419117,"Malaria","Kalongo",102
Jan 2019,1,4,89.5764862760369,4.101,189.598793069885,0.681206237816764,23.5743380062305,34.8,11.5,9.24,0.863217831419117,"Dysentry","Kalongo",103
Jan 2019,2,49,88.6790300179209,9.133,211.25873655914,0.982464907355412,-27.9784686536485,-21.5,-30,8.9,0.952942785502618,"Typhoid","Entebbe",104
Jan 2019,2,293,88.6790300179209,9.133,211.25873655914,0.982464907355412,-27.9784686536485,-21.5,-30,8.9,0.952942785502618,"Malaria","Entebbe",105
Jan 2019,2,6,88.6790300179209,9.133,211.25873655914,0.982464907355412,-27.9784686536485,-21.5,-30,8.9,0.952942785502618,"Dysentry","Entebbe",106
Jan 2019,2,17,88.6790300179209,9.133,211.25873655914,0.982464907355412,-27.9784686536485,-21.5,-30,8.9,0.952942785502618,"Asthma","Entebbe",107
Jan 2019,3,11,87.8181662269129,73.269,262.630606860158,0.720605624483043,23.3443509813623,31.1,15,9.72,0.869003355704698,"Dysentry","Gombe",108
Jan 2019,3,475,87.8181662269129,73.269,262.630606860158,0.720605624483043,23.3443509813623,31.1,15,9.72,0.869003355704698,"Malaria","Gombe",109
Jan 2019,3,14,87.8181662269129,73.269,262.630606860158,0.720605624483043,23.3443509813623,31.1,15,9.72,0.869003355704698,"Asthma","Gombe",110
Jan 2019,3,73,87.8181662269129,73.269,262.630606860158,0.720605624483043,23.3443509813623,31.1,15,9.72,0.869003355704698,"Typhoid","Gombe",111
Jan 2019,4,734,88.887591829421,0.187,241.431643074718,0.403255158801362,27.4983157140298,36.8,17.8,12.08,5.2583345615328,"Malaria","Gulu",112
Jan 2019,4,14,88.887591829421,0.187,241.431643074718,0.403255158801362,27.4983157140298,36.8,17.8,12.08,5.2583345615328,"Dysentry","Gulu",113
Jan 2019,4,9,88.887591829421,0.187,241.431643074718,0.403255158801362,27.4983157140298,36.8,17.8,12.08,5.2583345615328,"Asthma","Gulu",114
Jan 2019,4,26,88.887591829421,0.187,241.431643074718,0.403255158801362,27.4983157140298,36.8,17.8,12.08,5.2583345615328,"Typhoid","Gulu",115
Jan 2019,5,5,87.654857750896,101.721,161.680779569892,0.773555872943326,23.5561456582631,33.5,16.8,8.06,1.83994961062758,"Dysentry","Mulago",116
Jan 2019,5,380,87.654857750896,101.721,161.680779569892,0.773555872943326,23.5561456582631,33.5,16.8,8.06,1.83994961062758,"Malaria","Mulago",117
Jan 2019,5,66,87.654857750896,101.721,161.680779569892,0.773555872943326,23.5561456582631,33.5,16.8,8.06,1.83994961062758,"Asthma","Mulago",118
Jan 2019,5,1,87.654857750896,101.721,161.680779569892,0.773555872943326,23.5561456582631,33.5,16.8,8.06,1.83994961062758,"Cholera","Mulago",119
Jan 2019,5,14,87.654857750896,101.721,161.680779569892,0.773555872943326,23.5561456582631,33.5,16.8,8.06,1.83994961062758,"Typhoid","Mulago",120
Jan 2019,8,2,90.6792898745518,1.702,206.036290322581,0.45803193277311,26.7706093189965,38.4,14.1,28.83,4.232666890681,"Asthma","Kitgum",121
Jan 2019,8,266,90.6792898745518,1.702,206.036290322581,0.45803193277311,26.7706093189965,38.4,14.1,28.83,4.232666890681,"Malaria","Kitgum",122
Jan 2019,8,29,90.6792898745518,1.702,206.036290322581,0.45803193277311,26.7706093189965,38.4,14.1,28.83,4.232666890681,"Dysentry","Kitgum",123
Jan 2019,8,70,90.6792898745518,1.702,206.036290322581,0.45803193277311,26.7706093189965,38.4,14.1,28.83,4.232666890681,"Typhoid","Kitgum",124
Jul 2019,1,2,89.7739908154128,36.126,183.072580645161,0.865677459108223,21.6028785842293,30.5,14.4,7.51,0.58129144265233,"Typhoid","Kalongo",125
Jul 2019,1,3,89.7739908154128,36.126,183.072580645161,0.865677459108223,21.6028785842293,30.5,14.4,7.51,0.58129144265233,"Asthma","Kalongo",126
Jul 2019,1,957,89.7739908154128,36.126,183.072580645161,0.865677459108223,21.6028785842293,30.5,14.4,7.51,0.58129144265233,"Malaria","Kalongo",127
Jul 2019,1,1,89.7739908154128,36.126,183.072580645161,0.865677459108223,21.6028785842293,30.5,14.4,7.51,0.58129144265233,"Dysentry","Kalongo",128
Jul 2019,2,75,88.8200100806454,29.173,177.027441756272,0.799304279632536,21.8750084014786,27.1,16.8,7.33,1.08180918091809,"Typhoid","Entebbe",129
Jul 2019,2,20,88.8200100806454,29.173,177.027441756272,0.799304279632536,21.8750084014786,27.1,16.8,7.33,1.08180918091809,"Asthma","Entebbe",130
Jul 2019,2,3,88.8200100806454,29.173,177.027441756272,0.799304279632536,21.8750084014786,27.1,16.8,7.33,1.08180918091809,"Dysentry","Entebbe",131
Jul 2019,2,289,88.8200100806454,29.173,177.027441756272,0.799304279632536,21.8750084014786,27.1,16.8,7.33,1.08180918091809,"Malaria","Entebbe",132
Jul 2019,3,4,88.0388418458785,36.234,174.166666666667,0.835349131652661,20.8804525596505,28.7,13.5,30,0.880135528673833,"Dysentry","Gombe",133
Jul 2019,3,99,88.0388418458785,36.234,174.166666666667,0.835349131652661,20.8804525596505,28.7,13.5,30,0.880135528673833,"Typhoid","Gombe",134
Jul 2019,3,712,88.0388418458785,36.234,174.166666666667,0.835349131652661,20.8804525596505,28.7,13.5,30,0.880135528673833,"Malaria","Gombe",135
Jul 2019,3,22,88.0388418458785,36.234,174.166666666667,0.835349131652661,20.8804525596505,28.7,13.5,30,0.880135528673833,"Asthma","Gombe",136
Jul 2019,4,11,89.1841588059704,106.592,183.547104477612,0.859519775361446,21.6677496416627,29.1,15.9,8.03,0.755844776119402,"Dysentry","Gulu",137
Jul 2019,4,10,89.1841588059704,106.592,183.547104477612,0.859519775361446,21.6677496416627,29.1,15.9,8.03,0.755844776119402,"Yellow_fever","Gulu",138
Jul 2019,4,17,89.1841588059704,106.592,183.547104477612,0.859519775361446,21.6677496416627,29.1,15.9,8.03,0.755844776119402,"Asthma","Gulu",139
Jul 2019,4,912,89.1841588059704,106.592,183.547104477612,0.859519775361446,21.6677496416627,29.1,15.9,8.03,0.755844776119402,"Malaria","Gulu",140
Jul 2019,5,7,87.8300325039234,64.41,145.503472222222,0.840742434431738,21.4071908602151,27.6,16.3,5.63,0.568745519713259,"Dysentry","Mulago",141
Jul 2019,5,79,87.8300325039234,64.41,145.503472222222,0.840742434431738,21.4071908602151,27.6,16.3,5.63,0.568745519713259,"Asthma","Mulago",142
Jul 2019,5,285,87.8300325039234,64.41,145.503472222222,0.840742434431738,21.4071908602151,27.6,16.3,5.63,0.568745519713259,"Malaria","Mulago",143
Jul 2019,6,151,87.0916203703705,0.153,178.118634259259,0.716318865740742,21.3137731481481,29.5,16.1,6.55,1.17522569444445,"Malaria","Ntuusi",144
Jul 2019,6,1,87.0916203703705,0.153,178.118634259259,0.716318865740742,21.3137731481481,29.5,16.1,6.55,1.17522569444445,"Asthma","Ntuusi",145
Jul 2019,6,2,87.0916203703705,0.153,178.118634259259,0.716318865740742,21.3137731481481,29.5,16.1,6.55,1.17522569444445,"Typhoid","Ntuusi",146
Jul 2019,7,40,89.0340389784948,0.017,204.865591397849,0.814965053763438,22.4060819892474,29.5,16.2,9.57,1.1156686827957,"Asthma","Soroti",147
Jul 2019,7,1227,89.0340389784948,0.017,204.865591397849,0.814965053763438,22.4060819892474,29.5,16.2,9.57,1.1156686827957,"Malaria","Soroti",148
Jul 2019,7,28,89.0340389784948,0.017,204.865591397849,0.814965053763438,22.4060819892474,29.5,16.2,9.57,1.1156686827957,"Dysentry","Soroti",149
Jul 2019,7,113,89.0340389784948,0.017,204.865591397849,0.814965053763438,22.4060819892474,29.5,16.2,9.57,1.1156686827957,"Typhoid","Soroti",150
Jul 2019,8,11,90.8740006553077,66.229,151.554062909568,0.881862397372744,21.7414290396592,30.7,17,8.58,1.58091017251636,"Asthma","Kitgum",151
Jul 2019,8,703,90.8740006553077,66.229,151.554062909568,0.881862397372744,21.7414290396592,30.7,17,8.58,1.58091017251636,"Malaria","Kitgum",152
Jul 2019,8,4,90.8740006553077,66.229,151.554062909568,0.881862397372744,21.7414290396592,30.7,17,8.58,1.58091017251636,"Dysentry","Kitgum",153
Jul 2019,8,40,90.8740006553077,66.229,151.554062909568,0.881862397372744,21.7414290396592,30.7,17,8.58,1.58091017251636,"Typhoid","Kitgum",154
Jun 2019,1,4,89.8308738425924,105.072,177.859953703704,0.891281810813932,21.7962264150944,30.3,15.7,6.88,0.603429398148145,"Dysentry","Kalongo",155
Jun 2019,1,2,89.8308738425924,105.072,177.859953703704,0.891281810813932,21.7962264150944,30.3,15.7,6.88,0.603429398148145,"Asthma","Kalongo",156
Jun 2019,1,825,89.8308738425924,105.072,177.859953703704,0.891281810813932,21.7962264150944,30.3,15.7,6.88,0.603429398148145,"Malaria","Kalongo",157
Jun 2019,2,13,88.898805555556,127.278,146.547569444444,0.833439027214824,21.7958791526798,27.1,17.4,9.99,1.09629823103407,"Asthma","Entebbe",158
Jun 2019,2,2,88.898805555556,127.278,146.547569444444,0.833439027214824,21.7958791526798,27.1,17.4,9.99,1.09629823103407,"Dysentry","Entebbe",159
Jun 2019,2,75,88.898805555556,127.278,146.547569444444,0.833439027214824,21.7958791526798,27.1,17.4,9.99,1.09629823103407,"Typhoid","Entebbe",160
Jun 2019,2,264,88.898805555556,127.278,146.547569444444,0.833439027214824,21.7958791526798,27.1,17.4,9.99,1.09629823103407,"Malaria","Entebbe",161
Jun 2019,3,15,88.116645833333,170.956,164.438078703704,0.894734213880194,20.7450335725862,28.1,16.1,30,0.964423611111111,"Asthma","Gombe",162
Jun 2019,3,556,88.116645833333,170.956,164.438078703704,0.894734213880194,20.7450335725862,28.1,16.1,30,0.964423611111111,"Malaria","Gombe",163
Jun 2019,3,3,88.116645833333,170.956,164.438078703704,0.894734213880194,20.7450335725862,28.1,16.1,30,0.964423611111111,"Dysentry","Gombe",164
Jun 2019,3,63,88.116645833333,170.956,164.438078703704,0.894734213880194,20.7450335725862,28.1,16.1,30,0.964423611111111,"Typhoid","Gombe",165
Jun 2019,4,10,89.2400902777774,246.488,176.637962962963,0.892244843568936,21.5993517017829,30,17.2,6.74,0.76387847222222,"Asthma","Gulu",166
Jun 2019,4,20,89.2400902777774,246.488,176.637962962963,0.892244843568936,21.5993517017829,30,17.2,6.74,0.76387847222222,"Typhoid","Gulu",167
Jun 2019,4,1261,89.2400902777774,246.488,176.637962962963,0.892244843568936,21.5993517017829,30,17.2,6.74,0.76387847222222,"Malaria","Gulu",168
Jun 2019,4,8,89.2400902777774,246.488,176.637962962963,0.892244843568936,21.5993517017829,30,17.2,6.74,0.76387847222222,"Dysentry","Gulu",169
Jun 2019,5,545,87.8958077591203,195.309,122.750462962963,0.881498263084758,21.1096770459544,27.8,16.6,6.96,0.521017361111111,"Malaria","Mulago",170
Jun 2019,5,103,87.8958077591203,195.309,122.750462962963,0.881498263084758,21.1096770459544,27.8,16.6,6.96,0.521017361111111,"Asthma","Mulago",171
Jun 2019,5,15,87.8958077591203,195.309,122.750462962963,0.881498263084758,21.1096770459544,27.8,16.6,6.96,0.521017361111111,"Dysentry","Mulago",172
Jun 2019,5,34,87.8958077591203,195.309,122.750462962963,0.881498263084758,21.1096770459544,27.8,16.6,6.96,0.521017361111111,"Typhoid","Mulago",173
Jun 2019,5,32,87.8958077591203,195.309,122.750462962963,0.881498263084758,21.1096770459544,27.8,16.6,6.96,0.521017361111111,"Yellow_fever","Mulago",174
Jun 2019,7,40,89.0817604166665,6.12,194.732638888889,0.847695833333334,22.4440277777778,29,16.4,30,1.09429166666666,"Asthma","Soroti",175
